Nama Lokasi,Tipe Lokasi,Merk HP,Minat Digital,CTR,Durasi Akses (Menit/Minggu),Skor CTR,Skor Durasi Akses (Menit/Minggu),Skor Minat Digital,Level Respons CTR,Level Durasi Akses,Level Minat Digital,Usia,Sesi Login,Segmentasi Pengguna
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Travel & Leisure,12.1,503,80.66666666666666,83.83333333333334,82.2,Tinggi,Tinggi,Tinggi,44,Pagi,The Digital Star
Stasiun Sudirman,Transportasi,Xiaomi,Travel & Leisure,7.7,244,51.33333333333333,40.66666666666666,46.0,Sedang,Sedang,Sedang,34,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,7.5,538,50.0,89.66666666666666,69.8,Sedang,Tinggi,Sedang,19,Malam,The Camper
Plaza Indonesia,Mall,Oppo,Travel & Leisure,10.9,121,72.66666666666667,20.166666666666664,46.4,Tinggi,Rendah,Sedang,27,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,11.2,367,74.66666666666666,61.16666666666667,67.9,Tinggi,Sedang,Sedang,42,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,12.7,333,84.66666666666666,55.50000000000001,70.1,Tinggi,Sedang,Tinggi,20,Siang,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,6.1,176,40.66666666666666,29.33333333333333,35.0,Sedang,Rendah,Rendah,25,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,7.3,506,48.66666666666666,84.33333333333334,66.5,Sedang,Tinggi,Sedang,21,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,2.0,324,13.333333333333334,54.0,33.7,Rendah,Sedang,Rendah,40,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,11.7,116,77.99999999999999,19.33333333333333,48.7,Tinggi,Rendah,Sedang,26,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Samsung,Entertainment & Streaming,13.5,152,90.0,25.333333333333336,57.7,Tinggi,Rendah,Sedang,19,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,11.0,183,73.33333333333333,30.5,51.9,Tinggi,Rendah,Sedang,39,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Vivo,E-Book & Digital Education,7.4,152,49.333333333333336,25.333333333333336,37.3,Sedang,Rendah,Rendah,22,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,E-Book & Digital Education,12.5,459,83.33333333333334,76.5,79.9,Tinggi,Tinggi,Tinggi,21,Malam,The Digital Star
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,14.5,510,96.66666666666669,85.0,90.8,Tinggi,Tinggi,Tinggi,43,Siang,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Oppo,Travel & Leisure,5.6,175,37.33333333333333,29.166666666666668,33.2,Rendah,Rendah,Rendah,45,Pagi,The Passerby
Plaza Indonesia,Mall,Apple,E-Book & Digital Education,13.2,208,88.0,34.66666666666667,61.3,Tinggi,Rendah,Sedang,25,Sore,The Impulse Clicker
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,9.7,95,64.66666666666666,15.833333333333332,40.2,Sedang,Rendah,Sedang,20,Sore,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,E-Book & Digital Education,8.3,376,55.333333333333336,62.66666666666667,59.0,Sedang,Sedang,Sedang,25,Malam,The Passerby
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,5.8,462,38.66666666666666,77.0,57.8,Rendah,Tinggi,Sedang,19,Malam,The Camper
Plaza Indonesia,Mall,Apple,E-Book & Digital Education,3.2,224,21.333333333333336,37.333333333333336,29.3,Rendah,Rendah,Rendah,20,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,4.1,142,27.33333333333333,23.666666666666668,25.5,Rendah,Rendah,Rendah,21,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,13.2,162,88.0,27.0,57.5,Tinggi,Rendah,Sedang,20,Sore,The Impulse Clicker
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,9.0,394,60.0,65.66666666666666,62.8,Sedang,Sedang,Sedang,44,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,Entertainment & Streaming,11.9,199,79.33333333333333,33.166666666666664,56.2,Tinggi,Rendah,Sedang,45,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Xiaomi,Travel & Leisure,1.2,221,8.0,36.833333333333336,22.4,Rendah,Rendah,Rendah,37,Siang,The Passerby
Starbucks Kemang,Cafe,Apple,Travel & Leisure,10.3,387,68.66666666666667,64.5,66.6,Sedang,Sedang,Sedang,20,Sore,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,10.3,395,68.66666666666667,65.83333333333333,67.2,Sedang,Sedang,Sedang,42,Sore,The Passerby
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,13.1,289,87.33333333333333,48.16666666666667,67.8,Tinggi,Sedang,Sedang,35,Pagi,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,13.6,533,90.66666666666666,88.83333333333333,89.8,Tinggi,Tinggi,Tinggi,26,Malam,The Digital Star
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,9.3,326,62.0,54.333333333333336,58.2,Sedang,Sedang,Sedang,41,Pagi,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,10.8,505,72.00000000000001,84.16666666666667,78.1,Tinggi,Tinggi,Tinggi,28,Malam,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,14.2,332,94.66666666666669,55.333333333333336,75.0,Tinggi,Sedang,Tinggi,39,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Oppo,F&B & Culinary Lifestyle,9.0,349,60.0,58.16666666666666,59.1,Sedang,Sedang,Sedang,42,Malam,The Passerby
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,4.4,328,29.33333333333333,54.66666666666666,42.0,Rendah,Sedang,Sedang,21,Siang,The Passerby
Starbucks Kemang,Cafe,Xiaomi,Travel & Leisure,10.3,529,68.66666666666667,88.16666666666667,78.4,Sedang,Tinggi,Tinggi,39,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,Entertainment & Streaming,10.3,452,68.66666666666667,75.33333333333333,72.0,Sedang,Tinggi,Tinggi,19,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,0.9,400,6.000000000000001,66.66666666666666,36.3,Rendah,Sedang,Rendah,44,Malam,The Passerby
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,0.1,576,0.6666666666666667,96.0,48.3,Rendah,Tinggi,Sedang,27,Sore,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,14.5,102,96.66666666666669,17.0,56.8,Tinggi,Rendah,Sedang,25,Siang,The Impulse Clicker
Stasiun Sudirman,Transportasi,Oppo,E-Book & Digital Education,13.2,195,88.0,32.5,60.2,Tinggi,Rendah,Sedang,30,Pagi,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Apple,E-Book & Digital Education,1.8,105,12.000000000000002,17.5,14.8,Rendah,Rendah,Rendah,33,Pagi,The Passerby
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,4.2,329,28.000000000000004,54.833333333333336,41.4,Rendah,Sedang,Sedang,38,Sore,The Passerby
Stasiun Sudirman,Transportasi,Apple,E-Book & Digital Education,11.1,563,74.0,93.83333333333331,83.9,Tinggi,Tinggi,Tinggi,33,Pagi,The Digital Star
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,2.8,115,18.666666666666664,19.166666666666668,18.9,Rendah,Rendah,Rendah,25,Sore,The Passerby
Starbucks Kemang,Cafe,Apple,Entertainment & Streaming,6.5,566,43.333333333333336,94.33333333333334,68.8,Sedang,Tinggi,Sedang,38,Pagi,The Camper
Kopi Kenangan Senayan,Cafe,Oppo,Entertainment & Streaming,7.4,211,49.333333333333336,35.16666666666667,42.2,Sedang,Rendah,Sedang,29,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,12.5,580,83.33333333333334,96.66666666666669,90.0,Tinggi,Tinggi,Tinggi,19,Pagi,The Digital Star
Plaza Indonesia,Mall,Apple,Travel & Leisure,15.0,64,100.0,10.666666666666668,55.3,Tinggi,Rendah,Sedang,28,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Apple,Entertainment & Streaming,10.2,396,68.0,66.0,67.0,Sedang,Sedang,Sedang,44,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,E-Book & Digital Education,8.9,168,59.333333333333336,28.000000000000004,43.7,Sedang,Rendah,Sedang,43,Pagi,The Passerby
